index,p
2022-01-04,1.0
2022-01-05,0.9898394492786459
2022-01-06,0.9760658430759045
2022-01-07,0.9837643205397588
2022-01-11,0.983091830221146
2022-01-12,0.9997088885529688
2022-01-13,0.9884519551468642
2022-01-14,0.9790927624146337
2022-01-18,0.976298336333921
2022-01-19,0.9685940215668857
2022-01-20,0.9862416839912014
2022-01-21,0.9696656800585366
2022-01-24,0.9554807474593656
2022-01-25,0.9464819933891665
2022-01-26,0.9510870838498671
2022-01-27,0.935346502120382
2022-01-28,0.9312741944799808
2022-01-31,0.954912299045869
2022-02-07,0.9462698643200752
2022-02-08,0.9412828376750804
2022-02-09,0.9570509764316252
2022-02-10,0.9632296778394832
2022-02-14,0.9495307988714414
2022-02-15,0.947696606235076
2022-02-16,0.9523155312033352
2022-02-17,0.9511933106796047
2022-02-18,0.9397909878323996
2022-02-22,0.9172406953290264
2022-02-24,0.9059810904715306
2022-02-25,0.9135162577491216
2022-02-28,0.9184168777834752
2022-03-01,0.9306895436414573
2022-03-02,0.9211112050604128
2022-03-03,0.9240506192818567
2022-03-04,0.910045454970493
2022-03-07,0.8908308670989774
2022-03-08,0.8654119883568856
2022-03-09,0.8661387477755421
2022-03-10,0.8754069585744748
2022-03-11,0.8581484952034193
2022-03-14,0.8372123617288059
2022-03-15,0.8248611522636218
2022-03-16,0.8713885381449118
2022-03-17,0.8867593169487465
2022-03-18,0.9002280571598114
2022-03-22,0.9143760412644311
2022-03-23,0.9254093245078203
2022-03-24,0.9155141890844323
2022-03-25,0.9090878257226032
2022-03-28,0.9089738559238543
2022-03-29,0.9157710816380229
2022-03-30,0.9168764786073214
2022-03-31,0.9067885656089134
2022-04-01,0.91306956446192
2022-04-06,0.9093360117890574
2022-04-07,0.9002889855526968
2022-04-08,0.898433946805356
2022-04-11,0.8802050245126487
2022-04-12,0.8830725306506914
2022-04-13,0.8858235701077937
2022-04-14,0.8934144995892571
2022-04-19,0.874375654031386
2022-04-20,0.8674672960533253
2022-04-21,0.8598068585837499
2022-04-22,0.8517250926776065
2022-04-25,0.8367685641143329
2022-04-26,0.8425782422156518
2022-04-27,0.8511721733500358
2022-04-28,0.855995628398551
2022-05-06,0.8341263888461559
2022-05-10,0.817643993335258
2022-05-11,0.8196080192739811
2022-05-12,0.8147141269282303
2022-05-13,0.8419798232736051
2022-05-16,0.8382259310147115
2022-05-17,0.8441409429782011
2022-05-18,0.8441275229269614
2022-05-19,0.8331751306115989
2022-05-20,0.8440994314023366
2022-05-23,0.8352741665812384
2022-05-24,0.8164007489117874
2022-05-25,0.8233035951241261
2022-05-27,0.8424371107986397
2022-05-31,0.8573275452981217
2022-06-01,0.8616791832078542
2022-06-02,0.8542276529093543
2022-06-07,0.8618126629921686
2022-06-08,0.8755547204233112
2022-06-09,0.8733220592308178
2022-06-10,0.86598983753522
2022-06-13,0.8403043210423946
