index,p
2019-06-14,1.0
2019-06-21,1.013004537709640873362277335
2019-06-28,1.007428654892607837206274776
2019-07-05,1.034592152641221446235564530
2019-07-12,1.029882100551371231887264194
2019-07-19,1.033100670519669095552282790
2019-07-26,1.046925435202076661189310664
2019-08-02,1.027295545221345048132005988
2019-08-09,1.010630445502038192874607875
2019-08-16,1.006226646072351267080493481
2019-08-23,1.019670328730261295244813003
2019-08-30,1.030861966915037541220279179
2019-09-06,1.045434549846917851853105150
2019-09-13,1.059543847553709497764940263
2019-09-20,1.063136986114071077936562937
2019-09-27,1.062911793269570853417356384
2019-10-04,1.047858698492342295257672609
2019-10-11,1.053606875407321444025592137
2019-10-18,1.053994196908559070979302168
2019-10-25,1.062076549191445358557297898
2019-11-01,1.072467270858145869012021526
2019-11-08,1.091106179400616430108742149
2019-11-15,1.093658638905601604870758850
2019-11-22,1.092602776517034693827320600
2019-11-29,1.106484844958077091748750237
2019-12-06,1.105317880409191963695521604
2019-12-13,1.105371249688673019010553330
2019-12-20,1.126432768522636627084077747
2019-12-27,1.126156037470571566162933183
2020-01-03,1.117252441920889819191226932
2020-01-10,1.144290581877893995462766647
2020-01-17,1.156134045114446549766344594
2020-01-24,1.165434571185529554311853611
2020-01-31,1.131971796548474563727454679
2020-02-07,1.165018792631336079235565533
2020-02-14,1.186715563186968752602089368
2020-02-21,1.169919444162520049423407960
2020-02-28,1.033974219847926777406436432
2020-03-06,1.018032750870569987890535281
2020-03-13,0.8862569920096166014792704563
2020-03-20,0.8568201008194892764447414260
2020-03-27,0.9303277482713218798922843062
2020-04-03,0.9145604103784727255955921876
2020-04-10,0.9884064238059294437571611676
2020-04-17,1.015262564669732790637781274
2020-04-24,1.005149773238260697579269980
2020-05-01,1.042271538776046720554111426
2020-05-08,1.054153484496189521663974783
2020-05-15,1.037928123564159899341661541
2020-05-22,1.063896789117482038122442950
2020-05-29,1.081618354248072971313916396
2020-06-05,1.104979358553389247251341535
2020-06-12,1.082246050024824958437407335
2020-06-19,1.117906802167395758511449110
2020-06-26,1.109458543118965611305609039
2020-07-03,1.120106401153467560466936710
2020-07-10,1.125747382589778052868426150
2020-07-17,1.128323059761861534817569787
2020-07-24,1.121658612281837501445220966
2020-07-31,1.094733029385390011600224383
2020-08-07,1.121956971690590560260563153
2020-08-14,1.130970207592977914483646825
2020-08-21,1.138318131028853311345548680
2020-08-28,1.150606736922667406029347244
2020-09-04,1.138188694003414898356462980
2020-09-11,1.127146509800997842902555412
2020-09-18,1.147534927325961234468519227
2020-09-25,1.134492852081148664323295683
2020-10-02,1.154622348324532174687119277
2020-10-09,1.178536410616786375226422012
2020-10-16,1.189800532515151045069130421
2020-10-23,1.173679047534570439386800322
2020-10-30,1.136392513167454351191772473
2020-11-06,1.202654859875049370877464064
2020-11-13,1.216770207579673857576444691
2020-11-20,1.226275009288216867465809862
2020-11-27,1.250604140874651827760927909
2020-12-04,1.232856552736266866349922682
2020-12-11,1.241585594950260066916393973
2020-12-18,1.261460251765466721451563717
2020-12-25,1.260509251560940899312993806
2021-01-01,1.268716383767742513456578269
2021-01-08,1.304181957078990538803106588
2021-01-15,1.313767106094579066484267427
