index,LU0340554673,LU0474966677,LU0386875149
2022-05-10,404.63,159.43,340.31
2022-05-11,406.83,158.62,339.43
2022-05-12,398.29,160.09,334.66
2022-05-13,416.55,163.84,347.09
2022-05-16,414.7,162.72,346.6
2022-05-17,417.77,162.12,347.88
2022-05-18,414.32,163.31,345.88
2022-05-19,407.25,163.14,337.4
2022-05-20,414.77,162.67,343.79
2022-05-23,405.9,163.61,339.99
2022-05-24,393.68,162.01,335.03
2022-05-25,398.42,162.91,337.33
2022-05-27,416.7,163.09,349.05
2022-05-31,421.04,164.29,350.13
2022-06-01,427.59,164.43,351.66
2022-06-02,422.32,163.43,348.08
2022-06-03,428.32,162.85,352.08
2022-06-07,428.18,161.76,351.37
2022-06-08,437.47,161.89,354.28
2022-06-09,435.12,162.1,351.29
2022-06-10,423.13,161.28,342.24
2022-06-13,404.6,158.62,330.94
