index,p
2019-06-14,1.0
2019-06-21,1.015786752503175781089518407
2019-06-28,1.010636559743349962183072855
2019-07-05,1.038047438069307706797160993
2019-07-12,1.031646772054689050576767379
2019-07-19,1.036115703986534537070951282
2019-07-26,1.049879649850013398650756808
2019-08-02,1.026829576376898623926512003
2019-08-09,1.007766718289020471992233708
2019-08-16,1.005763943459398265501799024
2019-08-23,1.018982121457058291842837405
2019-08-30,1.030514732720463923944777544
2019-09-06,1.046538385489904030834364559
2019-09-13,1.061284490585466541956915992
2019-09-20,1.063236880934388870127405933
2019-09-27,1.059754294618209509382930980
2019-10-04,1.046364966205110412646587935
2019-10-11,1.053177836296141550594046105
2019-10-18,1.052976253247006056472279956
2019-10-25,1.061106399718240696232065946
2019-11-01,1.071571306373175210656603145
2019-11-08,1.092745987061230397439969341
2019-11-15,1.091493236042020000397278033
2019-11-22,1.091434035911140668929217030
2019-11-29,1.104504435514179041556305794
2019-12-06,1.104462354700399343143791698
2019-12-13,1.107257192011038349238676027
2019-12-20,1.129002695497198078178682715
2019-12-27,1.129563205620551440906778177
2020-01-03,1.121373054307280442848911172
2020-01-10,1.149954539935652405720875292
2020-01-17,1.162603882612495317917952831
2020-01-24,1.166267611851891427095682997
2020-01-31,1.130287824848134070181057155
2020-02-07,1.165941309408527758427051828
2020-02-14,1.189135458907402702267583263
2020-02-21,1.172493099902348498662526988
2020-02-28,1.042934025071785985233599928
2020-03-06,1.027526340618970146199043680
2020-03-13,0.9019570185898104363736766871
2020-03-20,0.8687346052158806894642638135
2020-03-27,0.9401830800281318326964173584
2020-04-03,0.9277464595656468157859741987
2020-04-10,0.9977805530103366719609799481
2020-04-17,1.024867720506082425893438024
2020-04-24,1.014766216402316774384013533
2020-05-01,1.045726926651093838905795344
2020-05-08,1.061529818837839822954096828
2020-05-15,1.047111706820696533249566662
2020-05-22,1.067345745507159016329623131
2020-05-29,1.083662971504035944990140457
2020-06-05,1.109403621984321837974897294
2020-06-12,1.088522883045586874200549686
2020-06-19,1.124884046383961288841169717
2020-06-26,1.117307167006285549055846514
2020-07-03,1.132082863835973624791067308
2020-07-10,1.144997805100663271957191444
2020-07-17,1.140768833545525451127634665
2020-07-24,1.133307554715146407560904528
2020-07-31,1.107714982492336135340176114
2020-08-07,1.134154631786283880329541393
2020-08-14,1.141433042678689990668881602
2020-08-21,1.151154596061341643321905847
2020-08-28,1.165803251174991070157376223
2020-09-04,1.152550354951352398576150860
2020-09-11,1.139167696907399204497664527
2020-09-18,1.159444910825216245351585431
2020-09-25,1.145558269266855330735967321
2020-10-02,1.167710535427271275959748777
2020-10-09,1.190994533962460010545739531
2020-10-16,1.204800430950106206059995020
2020-10-23,1.189428425246998909757687261
2020-10-30,1.156572519611383315481102660
2020-11-06,1.221698284620709338406505899
2020-11-13,1.232382088098993182041143435
2020-11-20,1.241635571070260077930844009
2020-11-27,1.264122092424768616385793075
2020-12-04,1.243890589454308347633984865
2020-12-11,1.250777756007020888769535392
2020-12-18,1.269037572920693024925030986
2020-12-25,1.266457315673322636828302446
2021-01-01,1.277380036744280671227693140
2021-01-08,1.314158062476611070854008193
2021-01-15,1.326755071422670763854934131
2021-01-22,1.345422373860586894639125729
2021-01-29,1.305364491743241869558906020
2021-02-05,1.374726822804973982652120264
2021-02-12,1.404201623131126266713003324
2021-02-19,1.398904470129512061265265411
2021-02-26,1.326644011990777902087239669
2021-03-05,1.319035844183363703752997711
2021-03-12,1.358915827954464669707614384
2021-03-19,1.367786658726081632812298310
