index,p
2022-01-04,1.0
2022-01-05,0.9891808923176715
2022-01-06,0.9786501462706851
2022-01-07,0.9857038547369439
2022-01-11,0.9878444907475237
2022-01-12,1.004741176281474
2022-01-13,0.9933530279920681
2022-01-14,0.9855700669762866
2022-01-18,0.9831903989166881
2022-01-19,0.9736047581216658
2022-01-20,0.9937154916264896
2022-01-21,0.981144618015898
2022-01-24,0.9696673659711181
2022-01-25,0.9580451669679878
2022-01-26,0.9600044585735708
2022-01-27,0.9417796604925781
2022-01-28,0.9404110622081402
2022-01-31,0.9606367289421158
2022-02-07,0.9537535072841875
2022-02-08,0.9493703811088332
2022-02-09,0.965297193570041
2022-02-10,0.9704929201480834
2022-02-14,0.9591271280364464
2022-02-15,0.9550351795328629
2022-02-16,0.9625350297004472
2022-02-17,0.9620334384281729
2022-02-18,0.9511979842273824
2022-02-22,0.9271748794165593
2022-02-24,0.9194427378320751
2022-02-25,0.9233140166400686
2022-02-28,0.9267923802346764
2022-03-01,0.9398569101794572
2022-03-02,0.929961726754827
2022-03-03,0.9315929918479142
2022-03-04,0.9179937608295644
2022-03-07,0.897891099873372
2022-03-08,0.8737010688397973
2022-03-09,0.8704631563062345
2022-03-10,0.881554624974941
2022-03-11,0.862236904192472
2022-03-14,0.836263225337202
2022-03-15,0.8200755718866255
2022-03-16,0.8717841979940006
2022-03-17,0.8922322127717799
2022-03-18,0.9019003583602774
2022-03-22,0.9157652671878762
2022-03-23,0.9290816525396671
2022-03-24,0.9197742660757169
2022-03-25,0.9096980547895135
2022-03-28,0.9084740960359758
2022-03-29,0.9147006752203517
2022-03-30,0.9174061078350928
2022-03-31,0.9070851805476283
2022-04-01,0.9138444873558387
2022-04-06,0.9125249337181758
2022-04-07,0.9014251342938269
2022-04-08,0.9008137450856899
2022-04-11,0.8798179338214502
2022-04-12,0.8821244163854656
2022-04-13,0.8875519714725821
2022-04-14,0.8955992210058036
2022-04-19,0.8761093367988703
2022-04-20,0.8690615032391444
2022-04-21,0.8602529865251174
2022-04-22,0.8551540299129181
2022-04-25,0.8390044465763271
2022-04-26,0.84547498861486
2022-04-27,0.8545081235416627
2022-04-28,0.8614459666823062
2022-05-06,0.8447224070491649
2022-05-10,0.8273797300006634
2022-05-11,0.8295463980579079
2022-05-12,0.826387840251409
2022-05-13,0.8523345746031937
2022-05-16,0.8488276509155114
2022-05-17,0.8560666346939361
2022-05-18,0.8571936600273573
2022-05-19,0.845593053628683
2022-05-20,0.8573733328686155
2022-05-23,0.8490936512059064
2022-05-24,0.8301230271653398
2022-05-25,0.8366598896740761
2022-05-27,0.8534834267975264
2022-05-31,0.8716558993175902
2022-06-01,0.8739813956933473
2022-06-02,0.8670379467800879
2022-06-07,0.8758626766241554
2022-06-08,0.8902319360357314
2022-06-09,0.8882216824688803
2022-06-10,0.8853174052943495
2022-06-13,0.8609993698226504
