index,p
2019-06-21,1.0
2019-06-24,0.9947111825050485
2019-06-25,0.9936140983962107
2019-06-26,0.9893050211023937
2019-06-27,0.9942911446082421
2019-06-28,0.9944189385098243
2019-07-01,1.0141192165156458
2019-07-02,1.0163386627659239
2019-07-03,1.019453812755337
2019-07-05,1.0232028633448214
2019-07-08,1.0168163532098182
2019-07-09,1.0149178881219882
2019-07-10,1.016148458169856
2019-07-11,1.0191790701579313
2019-07-12,1.0170981442057023
2019-07-16,1.0213848308472455
2019-07-17,1.0186356621597088
2019-07-18,1.0063762637002327
2019-07-19,1.018661252966399
2019-07-22,1.0135787995117296
2019-07-23,1.022079537334187
2019-07-24,1.0297529134981551
2019-07-25,1.0302932587179034
2019-07-26,1.031493552077765
2019-07-29,1.0299844682871488
2019-07-30,1.0275356809776355
2019-07-31,1.0246868932712583
2019-08-01,1.0314942885056158
2019-08-02,1.0163722550202157
2019-08-05,0.9909688737418427
2019-08-06,0.9860268843002508
2019-08-07,0.9803552510678744
2019-08-08,0.991580347322639
2019-08-09,0.9970776654889117
2019-08-13,0.9957287171252601
2019-08-14,0.9890230024602059
2019-08-16,0.9920690192788948
2019-08-19,1.001515978282603
2019-08-20,1.007621984231184
2019-08-21,1.0061194551612953
2019-08-22,1.0071555870239224
2019-08-23,1.0058192952326843
2019-08-26,0.9922499679106318
2019-08-27,1.001367466179265
2019-08-28,0.9982380340005451
2019-08-29,1.0059596708215686
2019-08-30,1.0165806056398612
2019-09-03,1.0240498656511976
2019-09-04,1.0195929862761124
2019-09-05,1.0287841445477184
2019-09-06,1.031152871158995
2019-09-09,1.0340210626785982
2019-09-10,1.0305720075446283
2019-09-11,1.044921821558898
2019-09-12,1.0510066100034816
2019-09-13,1.0511859317635492
2019-09-17,1.0534086860424585
2019-09-18,1.0486225136878096
2019-09-19,1.054092214900102
2019-09-20,1.0558905398937437
2019-09-24,1.0592199355129648
2019-09-25,1.0513220381646233
2019-09-26,1.0597807480788117
2019-09-27,1.0573723593823328
2019-09-30,1.051105308885809
2019-10-01,1.0574913490343296
2019-10-02,1.0432988895861524
2019-10-03,1.0334514758613007
2019-10-04,1.0427254105821546
2019-10-07,1.0425239604559227
2019-10-08,1.0403636104836411
2019-10-09,1.0374223276334051
2019-10-10,1.0370552291142503
2019-10-11,1.0464714305139227
2019-10-15,1.057211855736695
2019-10-16,1.0571725449296971
2019-10-17,1.051388358930616
2019-10-18,1.047423814501462
2019-10-21,1.0468203197408097
2019-10-23,1.0519495377829813
2019-10-24,1.0516963115521412
2019-10-25,1.0545356428500168
2019-10-28,1.0617357557526539
2019-10-29,1.0621567931362828
2019-10-30,1.0609444326716306
2019-10-31,1.062394317534101
2019-11-05,1.0812607306265063
2019-11-06,1.0810068899585095
2019-11-07,1.0830576735167212
2019-11-08,1.0859615764132853
2019-11-11,1.086559287234417
2019-11-12,1.0920451221580234
2019-11-13,1.0882552546257886
2019-11-14,1.0865228348784202
2019-11-15,1.087739293593437
2019-11-18,1.0866637612448424
2019-11-19,1.0858553280890488
2019-11-20,1.0846655909465777
2019-11-21,1.0805342207254824
2019-11-22,1.0860445886333845
2019-11-25,1.0955085308790364
2019-11-26,1.0970910927911397
2019-11-27,1.1013468248528604
2019-11-29,1.0951430374724382
2019-12-02,1.0921716933916779
2019-12-03,1.0831120637954974
2019-12-04,1.0877286347303956
2019-12-05,1.0878629527776722
2019-12-06,1.0961459734464165
2019-12-09,1.1000106982075994
2019-12-10,1.0952998579105144
2019-12-11,1.0929273552162788
2019-12-12,1.0929948998189885
2019-12-13,1.096402174708916
2019-12-16,1.1037005917599496
2019-12-17,1.1060731445652279
2019-12-18,1.107939521301919
2019-12-19,1.1083476865556712
2019-12-20,1.1144526223065676
2019-12-23,1.1161479155749499
2019-12-27,1.1135103083918252
2019-12-30,1.1047397316338439
2019-12-31,1.105545264838554
2020-01-06,1.1046222803338401
2020-01-07,1.1177389090622638
2020-01-08,1.1147487295446714
2020-01-09,1.127810412770575
2020-01-10,1.132213651938795
2020-01-14,1.131334002870604
2020-01-15,1.1293742134535794
2020-01-16,1.1289885879304529
2020-01-17,1.1377450881813578
2020-01-21,1.1350763347666708
2020-01-22,1.1451412145891167
2020-01-23,1.1375616142910556
2020-01-24,1.1463066912855695
2020-01-27,1.1264055330806322
2020-01-28,1.1265801875315646
2020-01-29,1.132319432704612
2020-01-30,1.1171695748463104
2020-01-31,1.1161539062605113
2020-02-03,1.115219408529489
2020-02-04,1.1238054294875788
2020-02-05,1.1341940271237472
2020-02-06,1.1515433600970213
2020-02-07,1.1514258822912553
2020-02-10,1.1495625716199511
2020-02-12,1.1603817986875018
2020-02-13,1.1629463228600063
2020-02-14,1.1644500553527615
2020-02-18,1.1555459715645207
2020-02-19,1.1608515562620385
2020-02-20,1.1512256819251072
2020-02-21,1.1425956961180086
2020-02-25,1.1130147039068867
2020-02-26,1.0954780552591001
2020-02-27,1.0594288142542037
2020-02-28,1.0205941663035003
2020-03-02,1.031130365953702
2020-03-03,1.032749842570149
2020-03-04,1.0358683897852483
2020-03-05,1.040960167210093
2020-03-06,1.0036258531717006
2020-03-09,0.9593206918228989
2020-03-10,0.9596758572308095
2020-03-11,0.9494909514161307
2020-03-12,0.9080853769424577
2020-03-13,0.8742705477929724
2020-03-16,0.8504255759313912
2020-03-17,0.8607100556774717
2020-03-18,0.8554706541745398
2020-03-19,0.8601999421442785
2020-03-23,0.8520672796768509
2020-03-24,0.8869638735322881
2020-03-25,0.9290698540685052
2020-03-26,0.9243177097247453
2020-03-27,0.9382450675850147
