index,p
2022-01-04,1.0
2022-01-05,0.9929836226999698
2022-01-06,0.9688643532263712
2022-01-07,0.9734997326818833
2022-01-11,0.9616448854666102
2022-01-12,0.9747309484449422
2022-01-13,0.9663344856344922
2022-01-14,0.9525038933098862
2022-01-18,0.9462279398173428
2022-01-19,0.9425375380363104
2022-01-20,0.9473991596721227
2022-01-21,0.926333460462571
2022-01-24,0.9078276771721987
2022-01-25,0.9046901647857344
2022-01-26,0.9159905289690267
2022-01-27,0.9055338535546135
2022-01-28,0.8941404541629039
2022-01-31,0.9207597817028206
2022-02-01,0.9272294098317366
2022-02-02,0.9337458493083465
2022-02-03,0.9154845551839057
2022-02-04,0.9056842818735708
2022-02-07,0.9118276461346841
2022-02-08,0.9068730199783102
2022-02-09,0.9238529911866333
2022-02-10,0.9271559782875468
2022-02-14,0.9111026299681291
2022-02-15,0.9126191189729008
2022-02-16,0.9119040226182367
2022-02-17,0.9091489217171937
2022-02-18,0.9022024285602075
2022-02-22,0.8861493655328943
2022-02-24,0.8699072730216164
2022-02-25,0.8859419288052888
2022-02-28,0.8948330816176358
2022-03-01,0.9034891028267729
2022-03-02,0.8965395199831665
2022-03-03,0.9029281037516831
2022-03-04,0.8916064703768611
2022-03-07,0.8796126138779046
2022-03-08,0.8540807486183664
2022-03-09,0.8608985011533232
2022-03-10,0.869945341573741
2022-03-11,0.864629609998199
2022-03-14,0.858679289433324
2022-03-15,0.8544799308788491
2022-03-16,0.880662411490075
2022-03-17,0.8872501275093381
2022-03-18,0.9034820811752649
2022-03-22,0.9130333079507833
2022-03-23,0.9175921593559376
2022-03-24,0.9100742110404649
2022-03-25,0.9120275304068058
2022-03-28,0.911309482116266
2022-03-29,0.9194249401355198
2022-03-30,0.9182230633323463
2022-03-31,0.9120506859319975
2022-04-01,0.9128491010275384
2022-04-04,0.9239358485909455
2022-04-05,0.92664334196026
2022-04-06,0.903407746157111
2022-04-07,0.9022822890127218
2022-04-08,0.9009021801614826
2022-04-11,0.890124552399407
2022-04-12,0.890859940565508
2022-04-13,0.8896503990268054
2022-04-14,0.8975332036394503
2022-04-19,0.8826770526468364
2022-04-20,0.8864124475806276
2022-04-21,0.8871023293994188
2022-04-22,0.8708207657451941
2022-04-25,0.8579585340515086
2022-04-26,0.8647552671818093
2022-04-27,0.8675553809332905
2022-04-28,0.8699934286113065
2022-05-02,0.8685482164997111
2022-05-06,0.8387766606085312
2022-05-10,0.8250295844219757
2022-05-11,0.8233667458992235
2022-05-12,0.8172570119316253
2022-05-13,0.8450132677207484
2022-05-16,0.8418109661172739
2022-05-17,0.8433704333421161
2022-05-18,0.841859918377553
2022-05-19,0.8290415032822351
2022-05-20,0.8384416909377486
2022-05-23,0.8324270464973486
2022-05-24,0.8193965895956657
2022-05-25,0.8253826138724287
2022-05-27,0.8460608209710342
2022-05-31,0.8509925138416351
2022-06-01,0.8553924997496856
2022-06-02,0.8475345617582708
2022-06-03,0.8533831957818299
2022-06-07,0.8505891542138093
2022-06-08,0.8575805361433593
2022-06-09,0.8535847409261779
2022-06-10,0.837189179076834
2022-06-13,0.8125738643310516
