index,LU0340554673,LU0474966677,LU0303494743
2018-04-16,324.17,138.01,162.79
2018-04-17,331.39,137.71,163.21
2018-04-18,331.52,139.01,162.51
2018-04-19,331.25,138.86,161.88
2018-04-20,329.85,139.32,162.2
2018-04-23,330.42,139.44,162.12
2018-04-24,325.07,140.5,161.89
2018-04-25,323.8,140.03,161.99
2018-04-26,329.52,140.42,162.83
2018-04-27,330.77,141.84,163.19
2018-05-02,334.0,141.63,164.02
2018-05-08,343.75,144.91,164.69
2018-05-09,346.96,143.5,164.5
2018-05-11,348.31,144.93,164.05
2018-05-14,347.12,144.91,163.48
2018-05-15,345.68,145.05,163.61
2018-05-16,350.27,145.75,164.07
2018-05-17,347.77,145.84,163.63
2018-05-18,347.1,146.35,163.94
2018-05-22,346.51,145.48,163.92
2018-05-23,350.5,147.25,165.21
2018-05-24,350.26,145.18,165.77
2018-05-25,352.77,145.45,166.6
2018-05-29,352.46,147.66,168.19
2018-05-30,353.43,144.67,167.25
2018-05-31,352.7,144.52,167.15
2018-06-01,358.35,144.0,166.59
2018-06-04,361.44,145.3,166.26
2018-06-05,364.15,145.57,166.41
2018-06-06,362.64,144.48,164.47
2018-06-07,358.2,145.23,164.02
2018-06-08,360.94,146.02,164.77
2018-06-11,361.47,145.18,164.23
2018-06-12,363.98,145.4,164.3
2018-06-13,362.24,145.93,164.52
2018-06-14,369.14,144.51,166.14
2018-06-15,368.85,147.11,166.42
2018-06-18,367.84,145.67,166.6
2018-06-19,367.78,144.99,167.38
2018-06-20,370.36,145.29,167.01
2018-06-21,366.06,145.45,166.87
2018-06-22,365.72,143.54,166.63
2018-06-25,356.34,143.12,166.16
2018-06-26,357.45,142.85,166.1
2018-06-27,354.23,142.97,166.9
2018-06-28,359.23,143.04,166.99
2018-06-29,357.01,141.9,166.26
2018-07-02,360.97,139.06,166.77
2018-07-03,358.45,138.74,166.86
2018-07-05,359.51,137.4,166.53
2018-07-06,363.65,138.49,166.3
2018-07-09,365.99,139.56,166.15
2018-07-10,365.97,139.66,166.33
2018-07-11,365.07,138.75,166.36
2018-07-12,371.11,138.25,166.36
2018-07-13,370.15,140.4,166.82
2018-07-17,371.36,140.43,166.38
2018-07-18,371.63,141.4,166.65
2018-07-19,370.31,141.5,167.0
2018-07-20,367.39,141.36,165.93
2018-07-23,367.27,141.83,165.6
2018-07-24,367.19,142.42,165.99
2018-07-25,372.68,142.84,166.44
2018-07-26,369.62,143.87,166.37
2018-07-27,363.97,145.29,166.44
2018-07-30,355.62,144.01,165.82
2018-07-31,355.81,141.95,165.54
2018-08-01,355.1,143.25,165.37
2018-08-02,358.49,143.26,166.07
2018-08-03,360.71,142.85,166.8
2018-08-06,364.39,142.86,167.15
2018-08-07,364.45,143.77,166.67
2018-08-08,363.94,143.83,166.59
2018-08-09,364.62,143.1,167.03
2018-08-10,366.05,143.37,168.8
2018-08-13,364.65,142.14,168.49
2018-08-14,365.67,143.38,168.88
2018-08-16,361.15,142.39,168.79
2018-08-17,358.97,143.46,168.73
2018-08-20,360.94,142.66,168.94
2018-08-21,361.33,141.21,168.02
2018-08-22,358.44,141.32,167.28
2018-08-23,362.35,140.78,167.1
2018-08-24,361.84,140.9,166.56
2018-08-28,363.25,141.6,165.29
2018-08-29,364.53,142.43,165.17
2018-08-30,363.76,141.43,165.71
2018-08-31,362.85,142.42,166.1
2018-09-04,362.67,141.74,166.3
2018-09-05,354.12,140.13,165.62
2018-09-06,351.43,138.92,166.14
2018-09-07,352.68,138.81,166.13
2018-09-10,350.93,139.31,166.07
2018-09-11,351.66,139.81,165.77
2018-09-12,351.67,139.26,165.7
2018-09-13,356.04,140.5,165.16
2018-09-14,357.54,140.63,164.9
2018-09-18,352.6,143.08,164.5
2018-09-19,354.62,144.5,164.57
2018-09-20,356.1,144.72,163.91
2018-09-21,358.92,144.37,163.94
2018-09-25,353.49,145.61,163.07
2018-09-26,357.34,146.39,163.81
2018-09-27,359.5,145.7,164.37
2018-09-28,360.95,147.77,164.71
2018-10-01,361.61,146.89,164.66
2018-10-02,358.09,149.11,164.97
2018-10-03,359.59,146.6,164.68
2018-10-04,355.32,146.65,164.41
2018-10-05,351.54,146.61,164.09
2018-10-09,349.5,145.78,164.72
2018-10-10,341.24,145.26,164.02
2018-10-11,334.06,140.54,164.46
2018-10-12,340.87,140.14,164.6
2018-10-15,335.61,138.57,164.39
2018-10-16,340.01,139.53,164.65
2018-10-17,343.31,141.47,164.84
2018-10-18,342.24,140.85,164.85
2018-10-19,341.12,140.87,164.81
2018-10-22,338.64,139.92,165.06
2018-10-23,332.28,137.2,165.65
2018-10-24,336.64,137.58,166.36
2018-10-25,331.7,133.92,166.43
2018-10-26,327.73,134.86,167.43
2018-10-29,329.59,133.63,166.75
2018-10-30,322.58,135.06,166.56
2018-10-31,336.14,137.81,166.93
2018-11-02,341.66,137.78,166.19
2018-11-05,338.69,136.47,166.13
2018-11-06,342.07,138.07,165.79
2018-11-07,341.93,136.36,165.41
2018-11-08,345.3,138.89,165.51
2018-11-09,340.55,138.75,166.46
2018-11-13,334.81,137.07,167.07
2018-11-14,337.25,137.31,166.54
2018-11-15,336.56,137.24,166.78
2018-11-16,335.13,136.32,166.45
2018-11-19,331.73,136.58,165.78
2018-11-20,320.15,135.74,165.97
2018-11-21,326.1,134.8,166.11
2018-11-26,332.95,135.99,166.71
2018-11-27,334.51,137.17,167.02
2018-11-28,341.4,138.02,167.17
2018-11-29,341.4,138.19,166.9
2018-11-30,342.58,138.3,167.2
2018-12-03,349.28,140.57,167.14
2018-12-04,346.6,137.39,167.98
2018-12-06,330.6,135.08,168.1
2018-12-07,339.5,135.51,168.12
2018-12-10,330.61,132.73,168.2
2018-12-11,339.62,131.44,168.48
2018-12-12,339.86,134.3,168.18
2018-12-13,339.71,134.58,168.38
2018-12-14,335.74,133.35,169.37
2018-12-17,327.97,133.5,169.12
2018-12-18,325.73,131.6,169.0
2018-12-19,327.05,130.69,169.47
2018-12-20,318.03,127.6,169.43
2018-12-21,314.51,126.55,169.35
2018-12-27,310.5,128.07,170.0
2018-12-28,316.53,127.26,169.84
2018-12-31,317.79,127.74,170.4
2019-01-04,321.3,128.61,171.45
2019-01-07,325.0,131.45,170.76
2019-01-08,330.71,131.46,170.56
2019-01-09,332.34,132.75,170.32
2019-01-10,330.57,131.66,170.05
2019-01-11,334.73,132.37,170.99
2019-01-15,338.61,134.34,171.56
2019-01-16,341.86,133.99,171.93
2019-01-17,342.37,134.28,171.9
2019-01-18,345.84,134.67,171.79
2019-01-22,344.39,135.09,172.36
2019-01-23,343.5,134.18,172.18
2019-01-24,341.64,134.54,173.15
2019-01-25,347.08,135.86,172.75
2019-01-28,341.52,134.51,172.46
2019-01-29,343.23,134.3,172.8
2019-01-30,343.41,134.06,172.82
2019-01-31,348.82,135.85,173.61
2019-02-01,348.27,135.35,172.87
2019-02-04,350.94,135.49,172.9
2019-02-05,356.69,135.81,173.13
2019-02-06,355.94,136.36,173.52
2019-02-07,353.58,135.8,173.91
2019-02-08,351.28,133.21,174.27
2019-02-12,359.3,135.86,173.81
2019-02-13,362.06,136.74,173.9
2019-02-14,358.55,136.88,174.42
2019-02-15,360.72,136.48,174.6
2019-02-19,359.26,138.07,174.2
2019-02-20,361.56,138.34,173.99
2019-02-21,357.07,138.39,173.65
2019-02-22,360.88,137.98,174.26
2019-02-25,363.09,138.8,173.93
2019-02-26,361.58,138.37,174.23
2019-02-27,361.33,138.76,173.52
2019-02-28,359.97,137.07,173.13
2019-03-01,360.82,136.72,172.6
2019-03-04,363.81,138.14,173.48
2019-03-05,363.77,137.57,173.63
2019-03-06,367.08,137.54,173.95
2019-03-07,364.57,136.44,175.6
2019-03-08,358.83,135.91,175.64
2019-03-11,366.13,136.32,175.73
2019-03-12,367.86,137.94,175.48
2019-03-13,368.86,136.53,175.22
2019-03-14,368.15,135.81,175.11
2019-03-15,369.18,136.73,175.31
2019-03-18,371.66,137.42,175.4
2019-03-19,371.07,137.57,175.17
2019-03-20,369.39,137.56,175.32
2019-03-22,374.27,139.54,178.24
2019-03-25,369.29,136.44,177.73
2019-03-26,373.35,139.31,178.08
2019-03-27,372.49,140.56,178.91
2019-03-28,370.78,138.68,178.75
2019-03-29,372.8,139.12,178.5
2019-04-01,377.43,140.66,177.87
2019-04-02,378.86,140.43,178.24
2019-04-03,382.04,140.6,177.5
2019-04-04,383.86,140.87,177.78
2019-04-05,383.95,140.98,177.6
2019-04-08,381.16,140.79,177.27
2019-04-09,382.89,140.53,177.49
2019-04-10,384.22,139.68,178.08
2019-04-11,382.84,139.61,177.38
2019-04-12,382.78,138.1,176.14
2019-04-15,382.27,139.8,176.28
2019-04-16,384.64,140.19,176.0
2019-04-17,383.03,140.16,175.93
2019-04-18,383.23,139.9,176.93
2019-04-23,390.74,140.57,177.15
2019-04-24,391.71,140.14,177.55
2019-04-25,394.44,141.69,178.21
2019-04-26,392.39,141.79,178.42
2019-05-07,389.32,140.82,179.23
2019-05-08,387.23,139.25,178.74
2019-05-10,381.67,137.19,178.48
2019-05-13,373.91,136.66,178.93
2019-05-14,375.41,136.15,178.94
2019-05-15,377.26,137.81,179.42
2019-05-16,383.05,136.77,179.37
2019-05-17,378.6,138.63,179.57
2019-05-20,372.49,138.39,179.33
2019-05-21,375.69,137.93,178.76
2019-05-22,375.17,137.0,179.52
2019-05-23,369.84,137.39,180.31
2019-05-24,371.55,137.18,179.81
2019-05-28,371.41,138.48,180.65
2019-05-29,367.79,137.64,181.28
2019-05-31,363.42,136.21,182.5
2019-06-03,360.14,135.39,182.81
2019-06-04,357.56,134.73,182.39
2019-06-05,362.87,136.61,182.39
2019-06-06,363.23,136.99,182.24
2019-06-07,367.16,136.86,182.52
2019-06-11,374.12,138.54,181.95
2019-06-12,370.34,138.27,181.92
2019-06-13,372.26,137.52,182.73
2019-06-14,370.96,138.5,183.42
2019-06-17,373.09,138.2,183.24
2019-06-18,380.18,138.1,184.64
2019-06-19,378.92,140.05,184.66
2019-06-20,382.68,140.01,184.8
2019-06-21,378.58,139.18,183.79
2019-06-24,376.26,138.47,183.68
2019-06-25,374.23,138.59,184.03
2019-06-26,374.77,137.53,183.37
2019-06-27,374.99,138.79,183.72
2019-06-28,375.06,138.69,183.66
2019-07-01,382.78,141.52,184.3
2019-07-02,382.64,142.13,185.12
2019-07-03,384.95,142.06,186.14
2019-07-05,385.5,143.08,185.63
2019-07-08,383.32,141.72,185.79
2019-07-09,383.8,141.33,185.41
2019-07-10,386.81,140.75,184.85
2019-07-11,387.03,141.71,184.24
2019-07-12,386.25,141.37,184.3
2019-07-16,389.16,141.62,184.83
2019-07-17,387.18,141.32,185.29
2019-07-18,383.72,138.97,186.01
2019-07-19,385.53,141.63,186.02
2019-07-22,382.83,140.99,186.13
2019-07-23,386.34,142.13,186.72
2019-07-24,388.49,143.47,187.34
2019-07-25,388.97,143.71,186.62
2019-07-26,395.05,142.31,186.83
2019-07-29,393.88,142.26,186.87
2019-07-30,390.8,142.61,186.67
2019-07-31,390.44,141.76,187.42
2019-08-01,394.08,142.74,189.24
2019-08-02,383.97,141.96,189.85
2019-08-05,369.27,139.75,189.82
2019-08-06,369.98,138.12,190.18
2019-08-07,364.33,138.49,190.93
2019-08-08,373.92,138.19,190.36
2019-08-09,375.06,139.2,190.27
2019-08-13,376.03,138.58,190.58
2019-08-14,371.19,138.4,192.39
2019-08-16,373.95,138.24,193.34
2019-08-19,380.76,138.72,192.59
2019-08-20,381.77,140.26,193.33
2019-08-21,383.08,139.17,193.03
2019-08-22,382.8,139.51,192.72
2019-08-23,380.92,139.85,193.45
2019-08-27,379.28,139.28,194.23
2019-08-28,376.13,139.57,195.22
2019-08-29,383.12,139.19,194.69
2019-08-30,385.4,141.22,195.36
2019-09-03,386.59,143.0,196.72
2019-09-04,387.17,141.55,195.58
2019-09-05,388.92,143.36,193.6
2019-09-06,390.47,143.37,194.35
2019-09-09,390.62,144.4,192.87
2019-09-10,388.24,144.59,192.24
2019-09-11,393.13,146.73,192.6
2019-09-12,395.58,147.47,191.76
2019-09-13,394.74,147.75,189.94
2019-09-17,392.96,148.91,191.06
2019-09-18,391.98,147.8,191.51
2019-09-19,394.79,148.55,191.66
2019-09-20,395.31,148.83,192.39
2019-09-24,392.54,150.38,194.15
2019-09-25,385.28,150.63,193.75
2019-09-26,390.0,151.3,194.26
2019-09-27,389.99,150.53,193.88
2019-09-30,388.53,149.02,194.15
2019-10-01,390.26,150.19,194.21
2019-10-02,380.7,150.03,194.3
2019-10-03,379.31,147.85,195.03
2019-10-04,384.74,148.46,195.12
2019-10-07,384.47,148.38,194.46
2019-10-08,381.74,149.01,195.01
2019-10-09,381.5,148.12,194.08
2019-10-10,383.14,147.54,192.5
2019-10-11,389.04,148.09,191.66
2019-10-15,391.04,150.27,191.42
2019-10-16,391.12,150.5,191.29
2019-10-17,391.59,148.66,190.62
2019-10-18,388.53,148.49,190.34
2019-10-21,386.96,148.65,189.73
2019-10-23,385.26,150.41,190.35
2019-10-24,384.13,150.32,191.21
2019-10-25,383.73,150.94,190.57
2019-10-28,389.59,151.11,189.68
2019-10-29,385.57,152.23,189.73
2019-10-30,384.94,152.06,189.95
2019-10-31,384.93,152.59,191.15
2019-11-05,394.51,154.8,189.7
2019-11-06,393.58,155.02,190.12
2019-11-07,393.49,155.12,189.01
2019-11-08,394.01,156.06,189.19
2019-11-12,396.13,156.96,189.15
2019-11-13,394.12,156.55,189.96
2019-11-14,395.13,155.79,190.57
2019-11-15,394.16,156.31,190.02
2019-11-18,394.77,155.76,189.96
2019-11-19,394.66,155.49,190.14
2019-11-20,392.79,155.61,190.63
2019-11-21,392.33,154.93,190.07
2019-11-22,395.45,155.57,190.66
2019-11-25,398.7,156.84,191.04
2019-11-26,399.11,156.96,191.33
2019-11-27,401.28,157.33,191.11
2019-11-29,401.09,155.7,190.61
2019-12-02,395.1,156.86,189.2
2019-12-03,389.22,156.47,190.59
2019-12-04,393.3,156.23,190.01
2019-12-05,393.21,156.33,189.54
2019-12-06,398.04,156.88,189.8
2019-12-09,398.05,158.09,190.05
2019-12-10,395.31,157.66,189.72
2019-12-11,395.55,156.91,190.24
2019-12-12,397.91,156.17,188.86
2019-12-13,399.39,156.68,189.65
2019-12-16,403.71,157.27,189.12
2019-12-17,405.05,157.7,188.98
2019-12-18,407.65,157.42,188.8
2019-12-19,409.72,157.02,188.78
2019-12-20,413.32,157.29,189.22
2019-12-23,414.27,157.42,189.0
2019-12-27,414.15,156.81,188.97
2019-12-30,410.6,155.62,188.16
2019-12-31,409.27,156.16,188.11
2020-01-06,413.17,155.11,189.63
2020-01-07,418.0,157.26,189.82
2020-01-08,420.81,155.48,189.59
2020-01-09,427.39,157.19,189.3
2020-01-10,429.07,157.87,189.65
2020-01-14,429.4,157.42,189.24
2020-01-15,429.56,156.66,189.33
2020-01-16,430.24,156.14,189.37
2020-01-17,433.77,157.19,189.72
2020-01-21,431.17,157.21,190.52
2020-01-22,435.86,158.35,191.34
2020-01-23,431.61,157.65,192.52
2020-01-24,435.27,158.66,193.04
2020-01-27,423.54,157.3,194.21
2020-01-28,426.46,156.45,193.96
2020-01-29,428.86,157.17,194.56
2020-01-30,422.76,154.95,194.62
2020-01-31,420.47,155.6,194.54
2020-02-03,422.81,154.84,194.46
2020-02-04,428.43,155.07,193.81
2020-02-05,433.26,156.2,193.68
2020-02-06,438.43,159.61,193.81
2020-02-07,437.91,160.03,194.68
2020-02-10,439.4,158.92,195.42
2020-02-12,446.56,159.21,195.23
2020-02-13,447.46,159.65,196.14
2020-02-14,450.25,159.05,196.51
2020-02-18,451.71,156.17,196.85
2020-02-19,455.41,156.34,196.86
2020-02-20,453.11,154.4,196.84
2020-02-21,444.76,154.65,196.96
2020-02-25,433.64,150.97,198.25
2020-02-26,424.97,149.3,197.87
2020-02-27,407.74,145.66,196.88
2020-02-28,391.15,141.02,198.12
2020-03-02,395.15,142.59,196.63
2020-03-03,401.85,140.16,197.38
2020-03-04,403.97,140.31,197.91
2020-03-05,402.97,142.29,198.09
2020-03-06,385.24,138.37,199.28
2020-03-09,365.97,133.34,199.66
2020-03-10,369.31,132.47,197.66
2020-03-11,366.9,130.7,197.34
2020-03-12,345.04,127.7,196.38
2020-03-13,341.57,119.35,193.99
2020-03-16,330.38,117.05,192.91
2020-03-17,331.15,119.69,191.81
2020-03-18,327.57,119.74,188.13
2020-03-19,331.17,120.13,189.52
2020-03-23,324.25,120.71,192.09
2020-03-24,345.85,123.11,191.72
2020-03-25,351.63,132.11,191.43
2020-03-26,354.34,128.87,191.3
2020-03-27,347.93,135.02,193.4
2020-03-30,347.83,134.52,194.12
2020-03-31,356.28,131.92,194.64
2020-04-01,345.59,128.62,195.57
2020-04-02,346.18,127.19,195.83
2020-04-03,350.86,127.08,196.4
2020-04-06,361.74,131.02,195.86
2020-04-07,375.12,133.05,194.14
2020-04-08,367.5,135.49,194.6
2020-04-09,377.22,134.44,194.99
2020-04-14,382.27,136.94,195.45
2020-04-15,380.32,137.56,197.02
2020-04-16,384.99,136.12,197.87
2020-04-17,393.21,138.92,197.3
2020-04-20,392.18,137.23,196.97
2020-04-21,385.94,136.35,197.07
2020-04-22,387.12,134.83,196.97
2020-04-23,394.6,137.79,197.62
2020-04-24,390.33,137.23,198.2
2020-04-27,397.44,139.51,198.21
2020-04-28,398.89,139.69,198.58
2020-04-30,402.15,141.46,197.96
2020-05-07,408.41,138.79,199.27
2020-05-11,412.61,142.61,197.71
2020-05-12,413.51,141.88,197.55
2020-05-13,410.34,141.85,198.3
2020-05-14,401.95,139.98,198.62
2020-05-15,408.41,140.28,198.32
2020-05-18,419.07,140.46,197.41
2020-05-19,420.01,141.0,196.66
2020-05-20,423.96,141.51,196.91
2020-05-22,421.58,140.8,198.41
2020-05-26,426.55,145.05,197.02
2020-05-27,418.76,145.69,197.24
2020-05-28,420.85,148.78,196.38
2020-05-29,416.53,146.52,196.29
2020-06-02,424.48,147.48,194.83
2020-06-03,428.91,146.81,193.57
2020-06-04,428.53,147.24,191.89
2020-06-05,429.69,145.95,191.7
2020-06-08,429.9,147.9,193.22
2020-06-09,431.33,150.17,192.92
2020-06-10,433.2,149.33,193.6
2020-06-11,428.8,146.33,194.28
2020-06-12,427.1,144.89,195.36
2020-06-15,419.94,142.21,194.96
2020-06-16,435.9,146.83,195.3
2020-06-17,438.71,147.65,195.58
2020-06-18,439.46,147.38,195.9
2020-06-19,443.55,147.98,196.24
2020-06-22,441.18,147.66,195.79
2020-06-24,442.87,147.31,195.51
2020-06-25,439.89,145.64,196.33
2020-06-26,442.78,147.51,196.58
2020-06-29,432.7,143.84,195.75
2020-06-30,441.68,144.98,195.77
2020-07-01,445.9,143.58,195.07
2020-07-02,453.27,143.33,196.05
2020-07-06,458.01,146.13,195.15
2020-07-07,460.26,145.7,195.9
2020-07-08,460.86,144.63,195.56
2020-07-09,467.36,144.46,196.44
2020-07-10,464.6,143.73,196.24
2020-07-13,468.72,146.25,195.05
2020-07-14,452.04,144.63,195.13
2020-07-15,459.58,146.51,195.08
2020-07-16,452.19,145.77,195.23
2020-07-17,453.61,144.93,195.09
2020-07-20,456.61,144.49,195.43
2020-07-21,464.38,145.13,195.39
2020-07-22,454.1,143.44,194.57
2020-07-27,442.45,143.94,193.7
2020-07-28,445.4,143.11,194.55
2020-07-29,446.17,141.57,193.94
2020-07-30,443.77,140.52,194.37
2020-07-31,446.61,136.04,193.83
2020-08-03,457.15,138.27,194.02
2020-08-04,459.28,140.21,194.92
2020-08-05,456.69,139.73,193.52
2020-08-06,456.88,139.37,194.64
2020-08-07,461.69,139.62,194.5
2020-08-11,456.03,142.79,193.67
2020-08-12,456.81,143.64,192.85
2020-08-13,456.87,144.52,191.91
2020-08-14,454.67,145.16,192.16
2020-08-17,455.07,143.78,192.29
2020-08-18,455.69,144.28,192.23
2020-08-19,454.75,144.46,192.24
2020-08-20,456.92,143.56,192.95
2020-08-21,462.62,144.74,193.68
2020-08-24,467.62,144.63,193.38
2020-08-25,468.05,145.35,192.21
2020-08-26,478.19,145.62,192.29
2020-08-27,481.45,145.13,191.86
2020-08-28,477.79,143.81,191.38
2020-09-01,472.9,143.52,191.08
2020-09-02,479.96,145.02,192.99
2020-09-03,478.6,146.09,193.23
2020-09-04,464.13,144.57,192.65
2020-09-08,456.49,145.16,193.02
2020-09-09,455.37,144.43,192.44
2020-09-10,458.9,145.2,191.77
2020-09-11,453.36,145.58,192.57
2020-09-14,457.83,147.23,192.54
2020-09-15,461.74,146.47,192.75
2020-09-16,464.3,147.42,193.39
2020-09-17,454.85,148.33,193.82
2020-09-18,453.06,148.77,193.21
2020-09-23,460.19,149.55,194.7
2020-09-24,450.6,148.35,194.85
2020-09-25,451.68,148.73,194.96
2020-09-28,461.0,151.14,194.73
2020-09-29,459.4,150.94,194.19
2020-09-30,463.08,147.82,193.91
2020-10-02,463.3,147.06,194.21
2020-10-05,459.98,148.27,192.83
2020-10-06,463.76,148.95,193.0
2020-10-07,463.32,148.57,192.94
2020-10-08,468.41,149.51,193.47
2020-10-09,468.94,148.48,193.21
2020-10-13,482.7,149.33,194.55
2020-10-14,485.16,149.7,194.78
2020-10-15,475.82,149.15,195.58
2020-10-16,479.22,148.02,195.17
2020-10-19,476.92,149.0,194.61
2020-10-20,473.2,147.04,193.41
2020-10-21,477.0,148.36,193.21
2020-10-22,472.92,147.27,193.03
2020-10-23,471.4,147.81,193.05
2020-10-26,469.55,147.22,193.52
2020-10-27,472.42,147.45,194.31
2020-10-28,467.33,148.77,194.74
2020-10-29,471.36,149.06,195.27
2020-10-30,459.74,146.23,195.21
2020-11-02,468.22,148.86,195.37
2020-11-04,475.49,150.32,195.79
2020-11-05,486.14,151.74,195.19
2020-11-06,483.72,152.98,194.37
2020-11-09,491.65,154.51,192.81
2020-11-10,476.05,154.84,192.94
2020-11-12,486.18,157.25,193.66
2020-11-13,482.95,155.55,193.96
2020-11-16,485.86,158.51,193.95
2020-11-17,480.72,159.16,194.03
2020-11-18,480.7,158.46,194.25
2020-11-19,482.15,159.34,194.75
2020-11-20,484.28,159.29,195.06
2020-11-24,488.46,161.64,194.38
2020-11-25,490.08,161.87,194.22
2020-11-27,494.89,163.7,194.26
2020-11-30,488.73,160.46,194.0
2020-12-01,491.58,161.26,192.27
2020-12-02,485.79,160.16,191.7
2020-12-03,489.66,159.91,191.76
2020-12-04,489.74,159.71,191.5
2020-12-07,490.74,158.98,192.16
2020-12-08,491.27,158.9,192.7
2020-12-09,496.87,160.56,192.87
2020-12-10,488.85,160.02,192.64
2020-12-11,492.86,160.71,193.33
2020-12-14,495.75,161.5,193.06
2020-12-15,494.85,160.23,192.73
2020-12-16,499.45,161.1,192.32
2020-12-17,502.61,161.9,192.05
2020-12-18,502.3,161.05,191.6
2020-12-21,499.64,161.39,192.07
2020-12-22,500.81,158.73,192.69
2020-12-23,499.1,159.69,192.04
2020-12-29,498.55,163.64,192.01
2020-12-30,501.78,162.79,191.66
2020-12-31,503.14,162.98,192.59
2021-01-04,504.27,162.35,192.37
2021-01-05,504.47,162.13,192.19
2021-01-06,499.34,161.6,191.14
2021-01-07,502.5,164.26,190.96
2021-01-08,509.33,166.84,191.07
2021-01-12,512.98,167.86,190.98
2021-01-13,513.33,168.49,191.89
2021-01-14,521.7,169.49,192.09
2021-01-15,519.79,169.09,192.42
2021-01-19,520.91,168.72,192.15
2021-01-20,534.61,168.4,192.53
2021-01-21,534.02,169.84,191.67
2021-01-22,533.66,168.69,191.35
2021-01-25,542.2,169.13,192.44
2021-01-26,535.62,168.22,192.07
2021-01-27,529.53,169.38,192.73
2021-01-28,526.06,166.6,191.99
2021-01-29,519.39,162.83,190.84
2021-02-01,526.41,165.26,191.77
2021-02-02,540.73,167.06,191.87
2021-02-03,548.38,169.37,191.9
2021-02-04,551.45,168.84,191.94
2021-02-05,554.0,170.93,191.33
2021-02-08,557.51,173.0,191.21
2021-02-09,559.33,173.78,191.06
2021-02-10,565.7,173.99,190.76
2021-02-12,568.63,174.18,190.24
2021-02-16,576.2,176.28,188.83
2021-02-17,574.54,175.91,189.58
2021-02-18,568.98,174.8,188.93
2021-02-19,574.31,173.27,187.89
2021-02-22,566.62,173.61,187.77
2021-02-24,551.41,169.65,186.69
2021-02-25,552.97,170.47,184.68
2021-02-26,539.3,165.74,185.59
2021-03-01,554.42,169.54,187.31
2021-03-02,557.94,168.86,187.48
2021-03-03,550.38,168.68,186.6
2021-03-04,537.01,166.6,186.59
2021-03-05,536.15,167.19,187.27
2021-03-08,539.49,167.61,187.26
2021-03-09,542.38,168.8,187.58
2021-03-10,548.73,169.14,187.82
2021-03-11,552.56,168.93,187.42
2021-03-12,551.69,171.17,186.41
2021-03-15,554.12,172.21,186.92
2021-03-16,563.36,172.97,187.25
2021-03-17,554.64,173.57,186.41
2021-03-18,556.77,175.52,185.75
2021-03-19,553.12,176.3,186.29
2021-03-22,555.14,174.01,186.59
2021-03-23,557.61,173.44,187.63
2021-03-24,550.18,170.44,188.26
2021-03-25,536.03,172.12,188.78
2021-03-26,538.69,174.46,188.19
2021-03-29,541.91,175.45,187.87
2021-03-30,543.58,175.0,187.63
2021-03-31,549.44,172.69,187.34
2021-04-01,561.27,172.64,187.93
